text,label
物资和供氧,3
7月24日下午新乡市牧野区曲韩社区一名睡着的婴儿被救出来在接过的女武警怀里画面温馨感人睡吧宝贝有大家在呢,5
安阳安阳县安丰乡张家庄洪水已经半腿深了,4
三千多人受困需要转移,3
扩郑州二七区樱桃沟拜托大家一起来再帮帮樱桃沟吧电话打不通可以给18639026090这位老师发短信她看到会立马的进入其他线路都塌了千万注意安全,3
巩义竹林镇长寿山需要物资紧急五天了,3
紧急撤离淇县西岗镇北阳镇部分村庄村民安全撤离,6
8月2日下午河南省人民政府新闻办公室举行新闻发布会通报河南最新灾情截至8月2日12时此次特大洪涝灾害已致302人遇难50人失踪其中郑州市遇难292人失踪47人新乡市遇难7人失踪3人平顶山市遇难2人漯河市遇难1人河南强降雨已致302人遇,4
抗洪防汛驰援一线与爱同路让爱回家我在驰援水灾志愿消杀防疫情项目捐款成功愿我和,5
小飞侠辛苦了大家都很棒,5
多一份力量多一份希望河南人民加油愿人们都平平安安洪水赶紧退去,5
保佑平安天呐看起来很严重听说整个镇子被淹老人联系不上麻烦大家扩散一下,5
新乡市牧野区急需防汛物资芝士新乡市牧野区需援助防汛物资,3
看到好多地方都在内涝天灾面前人太渺小了大家都好难,4
先有王俊凯粉丝捐赠河南水灾500件矿泉水后有王俊凯焕蓝梦想公益基金会出资采购50000箱饮用水和6500箱汤达人泡面品牌方6500箱物资发往河南受灾地区这波双向奔赴是真的值得啊丢下贝斯的微笑L圈内领袖伟人的微博,5
看朋友圈我知道郑州被淹的厉害内涝严重家乡附近一些村镇也是道路被冲垮塌方停电但是晚上刷微博才知道郑州这么严重看地铁五号线的视频我简直要窒息了希望大家都平平安安的郑州加油河南加油,5
出门时烈日当天万里无云热的冒汗刚到银行待了十几分钟出门狂风暴雨裙子飞起伞被刮翻疯了疯了又有神仙渡劫了吗,4
避难所新乡避难场所提供紧急避难卫辉市中原阳光国际酒店,1
河南多地因暴雨引发的险情牵动人心近日豫事办紧急上线河南防汛社会互助平台河南全体居民及前往河南救灾的志愿者们都可以在河南防汛社会互助平台一键发布求助及支援信息助力河南防汛,1
是真的我们不是在网上带节奏是因为大家能做的都已经做了我的高中同学们他们当志愿者核实消息拉物资对接物资我的村里的人转移出来当志愿者去一线我们没有看到政府官媒的求助都是个人自发的我们不知道该说什么只能做自己力所,3
7月24日6时30分左右经过应急管理部工程救援中心救援人员携3台套龙吸水轮流持续抽排抢险实现双向贯通见底一切都会好起来的,5
这个小孩还没有被找到,3
河南省慈善总会抗洪救灾捐赠账号户名河南省慈善总会账号258500875828开户行中国银行郑州晨旭路支行备注河南洪灾捐赠热线和占鹤13633711791赵二晓13633830661李元春13523516321王香丽138,3
郑州市中原区工人南路电力小区332号院急需排水队救援,3
有个安徽人这个时候河南还在水深火热中她竟然说出因为河南天灾泄洪水到了安慰被淹河南应该给安慰钱这是什么脑残言论啊果然微博有很多智障儿童,4
致敬是凡人也是英雄没有人能代替等待救援的人拒绝救援致敬,1
扩扩扩文字版志愿者电话,1
转扩202172417点多新乡医学院第三附属医院抗洪义诊临时就诊点已到达共产主义大桥北有需要联系郑大夫15836199069任大夫18790655872崔大夫15637329700王大夫18567553580可以有简单降压降糖止疼药品抗过敏药简单包扎消毒用品,3
祝早日度过难关河南加油,5
两名婴幼儿两个宝妈两个老人积水已到胸口速扩新乡市凤泉区大块镇陈堡村1508号两个宝妈两个宝宝还有爷爷奶奶水到胸口了,3
列车号Z236离郑州站10公里处缺食物,3
07月19日06时至20日06时我市出现暴雨到大暴雨特大暴雨市气象台19日1813继续发布暴雨黄色预警信号1913发布暴雨橙色预警信号2020继续发布雷电黄色预警信2159分发布暴雨红色预警信号最大降水量出现在登封市的嵩山站3336毫米市区雨量较大的站点有侯寨1757尖岗水库1752冠军中学1485惠济1437林科所1396O郑州市城防办启动I级红色预警,6
暴雨灾情严重如果发生水中触电该怎么脱离危险,4
昨日06时今日06时我省大部出现阵雨雷阵雨南阳信阳商丘驻马店许昌局地出现暴雨大暴雨全省平均降雨量70毫米地市平均降水量最大信阳384毫米共有79站降水量超过50毫米其中15站超过100毫米最大信阳平桥区高梁1922毫米最大小时雨强平桥区明港906毫米16日0607时信阳濮阳局地出现89级雷暴大风最大风速息县长陵257米秒目前有混合型降水回波位于鹤壁和信阳南部预计今天白天全省多云到阴天大部分地区有阵雨雷阵雨其中黄河以北和商丘周口驻马店信阳四地区部分地区有大到暴雨局部大暴雨并伴有短时强降水短时大风等强对流天气19日河南将迎入汛以来最强降水过,6
连日来河南暴雨灾情时刻牵动着国网湖北电力广大干部员工的心公司分批派出多支电力应急抢修队伍赶赴河南郑州全力支援救灾保电工作截至7月23日17时公司累计已调拨183名配网抢修人员15部海事卫星电话52台应急发电车143台发电机50台10千伏变压器8台10千伏箱变50个配电箱205名随车人员驰援河南经过湖北电力人日夜奋战截至目前已经完成多项保电任务当地22个保电点重现光明O豫鄂同心共守光明国网湖北电力全力支援河南救灾,1
河南洪災牽動著香港同胞的心港人們紛紛捐款捐物用愛心與責任投入河南汛情救助工作中港人林榮堅的企業離鄭州400多公里23日一早他就隨著裝滿食品礦泉水等物資的兩部皮卡車出發災情剛過路途難走中途經過堵車沖毀的路段經過5個多小時的艱難跋涉為鄭州市紅十字會送來急需的救災物資他說此刻我是地道的河南人20多年前香港西施蘭藥業公司是首家投資南陽市的外資公司作為企業管理者第二代的鄭鴻捨棄原來在香港的警察職業來到河南在此工作和生活了兩三年就已經深深愛上了這片土地以及這片土地上的人鄭州新鄉開封周口等多地受災鄭鴻心急如焚第一時間分別給四個地市各匯去20萬元人民幣以及捐贈100萬元的救災物資以解燃眉之急而他卻從不出席捐款交接儀式低調的他把大愛裝在心裏鸿星尔克董事长否认濒临破,5
郑州大学新校区现代分析中心还有师生被困,4
身为一个只在厦门感受到台风的河南人没想到有一天居然能在我大河南感受台风,4
河南省防汛救灾新闻发布会上全体人员起立向因灾遇难者默哀,5
老人失联河南省巩义市紫荆街道办事处大黄冶村东后沟北路5号两位老人失联,3
不要碰被水淹过的电瓶车不要碰大家注意电瓶车被淹不要去动尽量不要启动任何电路线路被水浸泡之后很容易发生短路如果家里有电瓶车被淹了就不要再去动它不要再去开,6
目前救援队在响应和巩义交接一带其余对接救援队援助范畴在郑州巩义荥阳三市不过有上万人量级的求助已经超出我们救援队能力范围后援会会及时登记反馈救援平台但为不延误重要求助信息也请大家多方位求助,3
郑州华北水利水电大学龙子湖校区研究生宿舍楼七号楼100多名学生急需物资,3
据8月8日河南新乡卫辉洪水退去后居民陆续返回重建自己家园许多生活用品和家具由于长时间泡水损坏街道上垃圾成堆且伴随臭气卫辉城郊乡政府的工作人员表示垃圾清运和防疫消杀都是由定点支援单位在做村民已,4
22岁女生失联,3
郑州一小时降雨2019毫米全球省会级城市小时最大降雨纪录全国国家级气象站小时雨量纪录大陆省会城市24小时降雨纪录郑州历史最强降雨纪录郑州7月降雨纪录天灾连破五个纪录新冠疫情的影响下中国政府让我们看到了一份完美的答卷也创造了众多的奇迹有人说这场雨相当于150个西湖从天上倒下来但我们的人民解放军战士在这个洪水猛兽面前依然屹立不倒我们看到武警官兵消防公安民警在关键的时候第一时间冲在最前不惜一切代价保护和拯救人民的生命我们相信在自然灾害面前中国政府的救援也会是世界的又一榜样SC为在灾难中丧生的遇难者哀悼河南挺住郑州加油希望大河南所有人都安好河南暴雨救,5
郑州避开经四路郑州的宝贝请避开经四路那里有几个变压器因为积水爆炸了漏电了水会导电请避开经四路,6
wyb粉随正主正能量艺人王一博的粉丝跟随王一博助力公益传播正能量太棒了,5
扩扩扩请求救援郑州,3
如有救援需求请点击填写信息,1
大家都一直在关心和支援我们深深的感谢你们等风雨过后我们还会再遇见更美的巩义更美的河南更美的中国,5
辉县市占城镇沟西庄村进水高度已超过人高被困人员约2000人有13以上是儿童急需皮筏艇联系电话134132186,3
避难所避难所避难所避难所,4
7月25日新乡卫辉城市严重内涝随处可见救援人员使用铲车等工具运送被困人员与物资记者采访中了解到有一位搜救队员被碎玻璃扎伤了脚包扎后依然坚持救援感谢你们最可爱的救援人L大象新闻的微博,1
被困了这么几天感觉像是过了很久一样看着人车交通被水淹没不知所措没水没电没信号慌但父母朋友告诉我们要镇定提前寻找自救方法准备好木板盆子等可以漂浮的物体以防万一不出门多屯粮屯水保护好自己不给救援人员添更多的麻烦让他们有更多的时间抢救危难的人员一有点信号就跟家人朋友联系报平安好在小区里的水已经从淹没车顶到看到地面了看着国家政府解放军们全力抗洪看着社会各方互帮互助救援捐款看着小区里的人员和救援人员们一个个都忙着去抢险救援去抽水晚上值夜班不得不感叹我们的大中国真伟大大中华牛生在中国真的好好今天小区里的积水抽完了已经一天没有给家人朋友报平安了到附近一个有电的网吧里给手机充充电打开手机一看那么多消息来自家人朋友的关心感动暖刚打开新闻看到社会各方的救援帮助捐款我大中华真的是最团结的国家路上救援人员还在匆忙辛勤奔跑着天上直升机还在轰轰隆隆抢救着中国最牛河南加,4
求助扩散安阳安阳需要帮助的可以去这些地方安阳德隆广场可提供住处和食物,3
扩几百人在管城经北六路夏都宾馆旁边高架桥即将失联,4
帮帮帮帮卫辉卫辉卫辉灾情还没过去,3
7月20日看着窗外的特大暴雨家人都劝她请假但是她依然坚持去医院上班赵柳说我的同事已经从早上7点忙到现在如果熬一夜身体顶不住而且病房里还有病情危重的产妇需要我照顾他们都在等着我我必须要去当天下午6点多她穿好雨衣带着游泳圈从家里出发38公里的路她用了3个半小时才到医院在路上积水最深的地方已经到达她的脖子处赵柳靠着游泳圈漂在水面上两只手向前滑动晚上快10点她终于游到了医院总有逆行者冲在前面为大家遮风挡雨L大参考的微博,5
据网友提供的素材7月20日河南郑州碧云路附近一名男子和一名小孩被暴雨冲走,4
所以说看看小城市吧鹤壁淇县很严重,4
nineone先给大家报个平安我们这边雨已经渐渐小了一切都在好转在郑州洛阳等等雨势较大地区的奶粉们先别害怕不要慌你不是一个人如果被雨水泡了等有条件了尽量用干净的水大概冲一下然后一定要用酒精给被泡的伤口消个毒千万要待在家里不要出门和家人保持联系保证自己的安全如果需要救援可拨打以下电话大家都要好好的啊,5
可谓猝不及防之洪水猛兽失魂记,4
郑州烤鱼沟被困老人小孩十几人带着孩子老人在房顶站着时间410分通的电话没说完没信号就挂断了被困十几人有人好几个孩子,3
o扩散给更多需要帮助的朋友记住这些号码在关键时刻都可以帮助到大家希望大家都要注意安全保护好自己一定要平平安安,0
凌晨过去的车上拉了1200副线手套和五千个编织袋送到新乡获嘉了不知道有没有用位置新乡体育中心黄河口急需沙子饮用水手套编织袋,3
在浚县王庄镇区域内所有群众分洪1200开始请马上撤离马上撤离马上撤离2021年7月29日晚救救浚县救救王庄吧,1
被救助的受灾群众最有发言权一个当地群众拍的视频里她对着王一博喊好人一生平安希望所有帮助河南人民的救援人员都能平安归来得到救助的乡亲们说的话评论配图,5
地理环境原因5年内我们经历了2次暴雨灾害河南人在外的口碑我深有体会甚至教我手艺的师父都当着我的面告诉我最讨厌的是河南人当时我无力的反问您来过河南么现在我真的自豪我是一个河南人新乡人我希望那些地域黑的病患看一看现在的河南现在的河南人河南的年轻人欲哭无泪作为一个农业大省老人留守种地输出全国娃们外出务工建设大都市一个高考录取线全国数一数二的省对外输出的人才在建设着祖国的各个角落俺们行的俺们不孬河南加油河南人中新乡暴雨求,5
胡辣汤加油祈祷洪水早点过去希望大家都平安,5
河南河北一家人,5
扩救救扩扩河南卫辉泄洪内涝全县村庄被淹需要专业救援,3
博君一肖温馨提醒移动公司已经为客户开通了延时停机服务如果有客户欠费停机的请关机35分钟再重新启用就可以了盼天晴盼平安,5
今天郑州好凉快就这都行不用下雨了,2
荥密路与溱水路交叉寻人郭萌柯,3
河南暴雨洪水灾情严重牵动亿万中国人的心今天上午壹峰信向郑州市红十字会捐款150万元驰援河南风雨同舟守望相助我们一起共渡难关正如李易峰在号手就位里的夏拙一样面对一百万美金的时候毫不犹豫的全部捐献了峰峰戏里戏外都是一样的啊是正能量满月是人间散客卿是人间绝色亦是人间难得L生姜娱乐长秀发的微博,5
有物资可联系,3
小区居民被困有房屋倒塌威胁,3
身不在河南心却在面对灾难我们团结一致众志成城看山西学子手写祝福为河南加油相信洪水终将会退去迎来彩虹和晚霞我们与你们同在,5
罕见病罕见病紧急求助通道扩扩为罕见病患者提供的信息救助通道,3
老人小孩急需救援有老人和小孩,3
郑州暴雨互助信息已有汇总请大家积极扩散愿每个人都平平安安一起共渡难关,5
扩不好意思占一下看了下市民与审计局说的是真的现在半夜两点半卫辉市区水位一直在涨暴雨暂停内涝十分严重小城岌岌可危卫辉市民的呼救全城水深达到2米以上急需游艇大型抽水设备排涝,3
7月22日受强降雨影响河南新乡卫辉市安都乡前稻香村和后稻香村被洪水围困群众2千多人武警新乡支队接到救援请求后派出70多人携带冲锋舟皮划艇等救援装备冒雨前往解救转移被困群众救援途中许多路段被水淹没水深齐腰深目前救援官兵正在涉水艰难行进中L都市报道的微博,1
请鹤壁小城市基础设施可能都没那么好,4
求求了谁能给救援队提供点吃的150名救援人员已三天没有吃过热饭了目前位置金水路永盛西路桑林联系人秦队长,3
火车站郑州火车站被困数万人,4
火车上需要的物资车上有超过500名乘客同时困在鹤壁的还有情况类似求扩,3
物资调度看这里,0
辉县占城镇才旗营村急需水和食物联系电话151,3
上千人被困真的救救了郑州航院校内家属区积水严重上千人被困,4
另一个还没找到实时2145徐玉昆已找到遇难李浩鸣还没有消息京广隧道扔在搜救中,4
20日03时至20日06时洛阳平顶山局地出现大暴雨新乡郑州许昌南阳局地出现暴雨安阳鹤壁焦作漯河开封周口局地出现大雨有56个雨量站降水量超过50毫米其中大于100毫米的有8个最大降水量出现在洛阳市伊川县酒后1265毫米最大小时雨强出现在洛阳市伊川县酒后762毫米你那里下雨情况和积水情况怎么样欢迎私信河南全省迎战暴,4
扩扩扩扩一老人在宋楼被洪水顺河道冲走失联24小时,4
d r g h h,2
郑州地铁一号线博学路站大约有一二百人被困,4
8月4日省水利厅召开蓄滞洪区运用补偿工作视频会议标志着我省正式启动蓄滞洪区补偿工作从7月21日至30日我省已经相继启用了崔家桥广润坡良相坡共渠西长虹渠柳围坡白寺坡小滩坡8座蓄滞洪区累计转移人口4046万人涉及人口多蓄滞洪区涉及安阳市的安阳县汤阴县内黄县文峰区鹤壁市的浚县淇县新乡市的卫辉市滑县影响范围广蓄滞洪区补偿的政策依据是2000年5月27日中华人民共和国国务院令蓄滞洪区运用补偿暂行办法2006年财政部修订的财政部令国家蓄滞洪区运用财政补偿资金管理规定以及2007年3月6日水利部公布的蓄滞洪区运用补偿核查办法蓄滞洪区运用后将按照相应标准给予补偿具体标准随后发布省水利厅水旱灾害防御处处长冯林松解释说蓄滞洪区居民依照蓄滞洪区运用补偿暂行办法等相关规定获得补偿的同时按照国家有关规定享受与其他洪水灾区灾民同样的政府救助和社会捐助蓄滞洪区启用后损失补偿范围包括农作物专业养殖和经济林水毁损失住房水毁损失居民住房只补偿主体部分的水毁损失其他搭建的附属建筑物不属于补偿范围无法转移的家庭农业生产机械和役畜以及家庭主要耐用消费品因受转移时间等限制没有转移到安全区域而造成的水毁损失主要包括电机柴油机等农用生产机械牛马骡驴等从事农役的牲畜空调电视机电冰箱洗衣机等主要家用电器已下达蓄滞洪转移命令因情况变化未实施蓄滞洪造成的损失给予适当补偿会上2016年启用蓄滞洪区的安阳县作了典型经验交流冯林松表示蓄滞洪区补偿关系到群众的切身利益此项工作细节繁多流程复杂水利部门承担着重要任务将深入研究相关政策依法依规准确严谨开展运用补偿工作把每个环节做扎实做到位做好技术指导和后续核查工作确保工作规范结果真实群众满意河南日,4
郑州陇海路西四环高架柱基塌陷了高架已经开始摇摆大家尽可能不要向西南方向去请相互转告,6
河南的古称是豫一个人拿着长矛牵着大象的文字组合这表示河南曾经有大量的大象大象是一种喜温动物只生活在热带和亚热带且食量巨大必须在湿润多雨植被茂盛的地方生存亚洲大陆最适合大象生存的国家是印度而中国只有云南南部等少数地方能让大象生存如果大象擅自向北迁移一旦冬季到来之前回不去要不冻死或同时饿死2020年3月云南的大象暴动莫名其妙的向北迁移自新中国建国以来这种事从未发生过建国以来第一次向北迁移2021年7月河南郑州暴雨以前的年降雨量才600毫米如今3天就下了600毫米庞大的降雨量已经能和亚热带地区媲美了或许云南的大象是感受到了什么它们想回到曾经的豫州在上古时代河南曾经是全中国最适合人类生存的地方也适合农耕被称之为中原地区当了中国数千年的核心中国八大古都一半都在河南分别是洛阳开封安阳和郑州商人服象为虐于东夷周公遂以师逐之至于江南,2
截至2021年8月10日11001因道路积水菏宝高速新乡东站北口禁止所有车辆上下站南口禁止货车上站2因省道S235与涉村收费站之间引线水毁施工焦桐高速涉村站禁止所有车辆上站在河南高速公路上遇到紧急情况请拨打河南高速交警报警电话037168208110或高速服务电话12328求助平安中原高速交,6
新乡东站积水退去了吗恢复运行了吗急求,3
新乡蓝天救援队需要救生圈,1
方便面和瓶装水送对了水泵积水警示标志发电机净水器帐篷救生衣应急灯方便食品瓶装水,4
1000多人列车被困恐被洪水冲走求救,3
据统计受暴雨影响河南全省电力设施受损线路1836条用户37433万户其中郑州受损线路508条用户12663万户目前全省已经抢修恢复线路1585条用户33118万户其中郑州已经恢复线路363条用户10413万户郑州473个受影响小区已恢复供电274个153个正在抢修因积水不具备抢修条件46个当前郑州市医院应急指挥中心通信供水燃气等公共服务企业已基本恢复供电下一步电力抢修人员将在保障居民小区电梯水泵公共照明等基本用电基础上全力抢修争取早入全面恢复供电河南暴雨救援情,4
求求了求求了救救这些毛孩子吧,3
自救很重要看到说郑州各地都有无人机搜寻中保留体力等待救援自救很重要自救自救很重要自救事项,1
截至7月30日19时武汉排水抢险安阳救援分队打通最后一处积水点光明路下穿南林高速通道积水点并移交当地清理收尾至此武汉市赴安阳排水救援队受领的两批6个点位任务全部完成累计抽排积水近64万方,1
安全度过扩大家千万注意安全,5
帮扩这是我姐姐认识的店家发的真实有效郑州挺住紧急避难所如果您在东风路正弘城金水万达花园路国贸附近可以来我们酒店临时休息点休息虽然没有客房可以睡觉但是有工区可以提供休息我们免费提供热水基本食物如有需要请拨打185请身边有需要的朋友感谢,3
大家一下吧真挺难的河南六个泄洪口浚县占4个,4
郑州地铁一号线博学路站约有100200人被困,4
一定要平安这两个人是我三姨和姨夫她们截止目前还没有找到她两个是河南郑州的,3
王一博粉丝好样的wyb,2
郑州科技馆可避难地址嵩山南路32号,0
这个防汛互助信息服务小程序会实时更新里面有求助提供帮助求助点积水点救援电话等服务,1
郑州市郑开大道恒通新城1号楼二单元1002室老人孕妇小孩,3
你们带着爱心来给河南加油厚道的河南人绝不会让你们饿着肚子为支援郑州的山东救援队送上了500份热饭洪灾面前河南高校除了积极自救保障留校学生安全还敞开大门向被困群众伸出援手瑜伽垫并对我省蔬菜果树林木畜牧等灾后恢复生产给出措施建议记者史晓,5
河南水灾很严峻牵动亿万国人心有钱解囊来相助无钱出力在拚命一方有乱八方援灾难面前众志城可是郑州一脑残拍下视频骂灾民不是脑子缺根筋就是犯有精神病大千世界啥都有不该出现这种人希望大家我每天都有段子听L忍者无敌奇谈怪论198305的微博,4
一家人被困附近即将要泄洪18503,3
电影院可以转需郑州11家电影院紧急开放为救助服务站,1
河南省郑州市金水区肿瘤医院附近阳光商务酒店8楼802需要矿泉水和移动电源,3
安好扩大家千万注意安全,5
大家都要注意安全洪水快退吧太可怕了大家千万要注意安全盼平安,5
先有王俊凯粉丝捐赠河南水灾500件矿泉水后有王俊凯焕蓝梦想公益基金会出资采购50000箱饮用水和6500箱汤达人泡面品牌方6500箱物资发往河南受灾地区这波双向奔赴是真的值得啊明天起床还要继续喜欢你L小盟主最强霸王的微博,5
在洪灾面前文峰分局民警忠诚坚守用血肉之躯为人民群众筑起了一道坚不可摧的红色堤坝我们一直都在,1
河南什么时候才能不下雨台风什么时候没有一阵一阵的大暴雨令人很害怕,4
wyb王一博闷声做事就行无愧于心只要党和国家一声召唤吾辈定当生死以赴,5
河南暴雨六大疑问这样的降雨量哪个城市能做到毫发无损,4
河南籍明星持续为家乡发声岳云鹏捐100万王一博马可刘昊然张子枫释小龙等河南籍艺人助力非河南籍艺人郭麒麟捐款100万绵薄之力加油河南河南暴雨牵动着亿万人民的心河南洛阳籍的王一博更是早早地了求救电话汇总为家乡祈福除此之外河他身上有光有光而不耀和光同尘L娱乐阿呆仔吃瓜的微博,5
暴雨下的别样风景只为保障人身财产安,6
线上志愿者,2
wyb人美心善的摩托姐姐真棒,5
河南加油郑州挺住一方有难个八方支援铭记历史719特大暴雨洪灾洪灾无情人间有爱微话河南大雨无情郑州有爱致敬守护安全与幸福人们,5
帮帮忙希望热度能上来被更多人到郑州的雨正在北移鹤壁暴雨下个不停鹤壁人的母亲河淇河已经面临决堤鹤壁淇县是全国降雨量最大的地点鹤壁的自救以及外地救援力量远远比不上郑州希望大家可以帮忙在热搜话题下扩散求援信,3
扩等待救援,1
注意安全大家做的不会被忘记你们真好,5
据卫辉市坊间有全域炸大堤牺牲卫辉保新乡的传言该消息不实纯属谣言在此我们严正声明如下我市从未接到上级关于炸毁全城大堤的命令也没有牺牲卫辉保新乡的说法做法特此声明卫辉市防汛抗旱指挥部2021年7月26日河南暴雨救,6
91祝平安祝平安大家一定要注意安全愿平安,5
郑州市金冠路文化路交叉口路边人数十几个人水位17米被困人员状态水淹到脖子呼吸有些困难已经几个小时了救援队一直打不通电话希望能帮助他们转移,3
省高速公路路警联合指挥中心截至7月22日18时15分1因降雨禁止所有车辆上站的路段有京港澳高速安阳北站安阳南站鹤壁南站新乡站连霍高速观音堂站义马站洛阳站荥阳站盐洛高速君召站宣化站商登高速古城县衙站园博园站 安罗高速鄢陵彭店站中牟东站许广高速襄城站渑栾高速仰韶站仙门山站郑州绕城高速全线安阳西北绕城高速全线郑栾高速郑州侯寨站新郑西站郑云高速全线台辉高速内黄南站菏宝高速柏香站沁阳站焦桐高速博爱站2因降雨禁止七座以上客车及货车上站的路段有郑少高速唐庄站新密站济洛高速小浪底北站二广高速济源北站菏宝高速邵原站济源东站盐洛高速登封站登封东站3因降雨禁止七座以上客车及危险品运输车辆上站的路段有菏宝高速获嘉站新乡西站新乡经开区站牛屯站兰南高速叶县站旧县站宁洛高速叶县北站温泉站焦桐高速大峪站汝州东站郑栾高速郏县站尧山西站二广高速寄料站下汤西站许广高速平顶山站舞钢南站商南高速杨庄站尹集站4因降雨禁止危险品运输车辆上站的路段有京港澳高速鹤壁北站鹤壁站卫辉站长葛站漯河南站信阳北站鸡公山站连霍高速豫灵站新安站开封东站兰考站沪陕高速桐柏毛集站唐河东站西坪站大广高速南乐站封丘站白店站新县站杜良站通许东站二广高速吉利孟州站刘店站南召站构林站宁洛高速舞阳站漯河西站洛阳涧西站汝阳工业区站晋新高速焦作西焦作站小徐岗站焦桐高速焦作西南站温县站郑栾高速长葛西站禹州南站木札岭站龙峪湾站兰南高速方城站双铺站二郎庙站鄢陵西站日兰高速全线许广高速桐柏朱庄站桐柏东站襄城站商南高速独山站小史店站渠口高速彭桥站内邓高速全线洛卢高速周山站上戈站洛栾高速全线盐洛高速吕店站苌庄站鄢陵南站济洛高速孟津西站郑民高速杏花营站杞县站商登高速岗李站杞县南站安罗高速尉氏西站鄢陵彭店站沪陕高速查山站西九华山站淮内高速息县北站淮滨站邢集站濮商高速全线台辉高速台前站濮阳站浚县西站浚县东站德上高速范县东站南林高速南乐南站南乐东站5因降雨禁止货车通行的路段有南林高速内黄站林州站菏宝高速焦作东站修武东站晋新高速平原新区西站武陟站6因山西降雨禁止上站的路段有晋新高速焦作西东副站7因匝道积水禁止下站的收费站有京港澳高速郑州新区站新乡站临颍站安阳站安阳南站鹤壁南站菏宝高速新乡东站新乡西站郑州绕城高速樱桃沟站安阳西北绕城高速曲沟站柏庄站安姚路站台辉高速开州站郑云高速修武城区站焦桐高速巩义南站涉村站8省内其他高速公路通行顺,6
变电站爆炸位置淇县红旗路韦庄牌坊,4
7月20日早上6点登封市告成镇曲河村的登电集团铝合金有限公司发生一起爆炸事故起因系洪水漫延到厂区内的合金槽内高温溶液引发爆炸目前无人员伤亡,4
苏州消防增援队伍驰援河南新乡后昼夜奋战在防汛救灾一线涌现出一幕幕感人瞬间用照片记录用漫画描绘感动永恒,1
30愿平安祝平安大家一定要注意安全愿平安,5
救人水淹到胸口了无法转移没有任何物资失联,3
新乡暴雨需要物资需要救援队伍需要大量的车辆和人手,3
急需及各类物资现在是下午三点我们卫辉扔在抗洪救援中急需沙袋人力物力卫辉很多都要耗尽了车都没有啊因为停电无法加油无法行驶大家帮忙转一下,3
河南出现历史罕见的极端强降雨天气给郑州等地带来了巨大的灾难暴雨汛情中我们看到了无数民众自救或互救的画面令人动容随着救援的河北山西江苏安徽江西山东湖北等地的增援力量先后到达河南从疫情到洪灾中国人从来都是一方有难八方支援这一次我们L人民日报的微博,5
7月22日河南安阳老城区后仓坑数名群众被困大都是老人和儿童由于老城街道狭窄并且水已经没过腰际消防员携带皮划艇一家一家搜索并大声呼喊消防员来了最终成功转移老人和儿童共35名,1
王一博7天捐助超31亿河南暴雨灾害中的民间救援力量令人动容新闻频道央视网cctvcomO7天捐助超31亿河南暴雨灾害中的民间救援力量令人动容,1
hSanta多填好相关信息保护好自己希望早日回家愿所有人平安,5
求求了水淹到脖子了,3
河南暴雨互助替朋友求助坐标新乡市凤泉区大块镇秀才庄全体村民请求支援截止收到我朋友的消息已经被困两天两夜了大人还好说他家里四个小孩最小的才一岁多救援队一下市区周边的村庄吧,3
wyb辛苦了注意安全平平安安,5
7月20日河南郑州遭遇强降水极端天气一名女子被湍急的水流冲走几名男子手持长棍冲进及腰深的洪水中将其救起的视频刷屏网络7月22日记者联系到参与救人的其中一名男子赵传鑫他还原了惊险的救人过程并坦诚自己不会游泳当时只想着赶紧把她们救上来后怕还好因为我旁边还有很多人即便我被冲跑了肯定也会有人救我的L正观视频的微博,1
和林墨一起大家都要平平安安,5
河南省安阳市林州市临淇镇李家寨村缺物资需要紧急援助,3
台风烟花登陆外围云系影响郑州再迎强降雨郑州市气象台发出最新预报受台风烟花外围云系影响2728日郑州市有中雨东部有大雨局部暴雨雨量分布不均由于前期我市受极端强降水影响大灾害严重需密切此次降水对抢险救灾工作的不利影响加强对中小河流和中小水库的巡视局地强降雨还可能引发城市内涝山洪及泥石流等地质灾害via大,6
需要物资扩需要物资扩,3
看到高中班主任发的视频高中门口的大石鼓墩子都快淹没了一辆牧马人像个巡航舰趟着快到轮胎顶的积水慢悠悠开过去感觉我和我老班儿仿佛不在一个城市我趴窗户往外看还是正常的路面不过雨下的是真大两天了愣是一点没停豫北真的要做好防范措施了现在外面这昏天黑地下雨声音大的一批的样子完全想象不出来中午那会儿快停时的阳光和蝉鸣十分担心我家放在楼下的电动车已经淋了两天大雨,4
有伤员失血过多,3
0治疗外伤的物品求对接渠道,3
发电机水泵劳保防汛物资等通讯录有需要的请尽快和图上联系,3
喜欢海吗来吧这里随处可见喜欢游泳吗来吧这里不会游你都走不动,2
急扩管成区郑州东站这边五十四中往北明理桥上有二三十人被困一天都没吃东西了,3
扩新乡秀才庄内有一万村民洪水已经进村了,4
众志成城抗暴雨万众一心阻水灾河南加油小动物也惨了,5
润田金域蓝湾小区,2
水淹到胸部,4
隆福国际紧急两万人急待救助,3
这条没人扩散,3
谢谢各位陌路英雄,5
雨中避险车主该谨记这6条你觉得呢,6
灾后防护健康课洪灾之后如何做好个人防护河南日报O灾后防护健康课洪灾之后如何做好个人防护,0
麻烦一下安徽吧,3
告急告急新乡卫辉凤泉区辉县战士们和支援者们在河堤上一夜未眠抗洪水位还在告急还有很多被洪水围困的百姓没有被解救出来救援队早已经忙不过来合,1
水质不合适去卫辉跳水吧最深处超过三米,4
